[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2017-04-21, 星期五, 9288, 1976, null, 11101, 0.163319, 阴, 1843, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-10-04]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.465 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50017} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50017} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50017} Result: [2019-10-04, 星期五, 29254, 10879, 15536, 31317, 0.065875, 晴, 4978, SVM模型, null, 1, 国庆节, 4]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50017} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Parameters : [国庆节, 5]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Types : [VARCHAR, INTEGER]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} executed. 45.2397 millis. select *
        from huangshan.dailynum
        where holiday_name = ? and holiday_order = ?
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50018} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50018} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50018} Result: [2019-10-05, 星期六, 21728, 9609, 13248, 20453, -0.062338, 阴, 2761, SVM模型, null, 1, 国庆节, 5]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50018} Result: [2018-10-05, 星期五, 23508, 9299, 12911, 22030, -0.067090, 多云, 5322, SVM模型, null, 1, 国庆节, 5]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50018} Result: [2017-10-05, 星期四, 24605, 8397, 12643, 21080, -0.167220, 小雨, 6508, SVM模型, null, 1, 国庆节, 5]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50018} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-10-05]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 44.7794 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50019} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50019} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50019} Result: [2019-10-05, 星期六, 21728, 9609, 13248, 20453, -0.062338, 阴, 2761, SVM模型, null, 1, 国庆节, 5]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50019} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Parameters : [国庆节, 6]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Types : [VARCHAR, INTEGER]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} executed. 45.1228 millis. select *
        from huangshan.dailynum
        where holiday_name = ? and holiday_order = ?
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50020} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50020} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50020} Result: [2019-10-06, 星期日, 10478, 3162, 5969, 9515, -0.101209, 多云, 1208, SVM模型, null, 1, 国庆节, 6]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50020} Result: [2018-10-06, 星期六, 21030, 4967, 7676, 12477, -0.685501, 晴, 3784, SVM模型, null, 1, 国庆节, 6]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50020} Result: [2017-10-06, 星期五, 24028, 9231, 14586, 27957, 0.140537, 多云, 8969, SVM模型, null, 1, 国庆节, 6]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50020} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-10-06]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.6557 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50021} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50021} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50021} Result: [2019-10-06, 星期日, 10478, 3162, 5969, 9515, -0.101209, 多云, 1208, SVM模型, null, 1, 国庆节, 6]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50021} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Parameters : [国庆节, 7]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Types : [VARCHAR, INTEGER]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} executed. 46.5177 millis. select *
        from huangshan.dailynum
        where holiday_name = ? and holiday_order = ?
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50022} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50022} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50022} Result: [2019-10-07, 星期一, 7502, 3162, 5969, 3665, -1.046930, 阴, null, SVM模型, null, 1, 国庆节, 7]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50022} Result: [2018-10-07, 星期日, 6885, 1830, 3215, 5468, -0.259144, 晴, 1789, SVM模型, null, 1, 国庆节, 7]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50022} Result: [2017-10-07, 星期六, 17275, 5732, 9324, 15369, -0.124016, 阴, 4752, SVM模型, null, 1, 国庆节, 7]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50022} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-04-19]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 47.0407 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50023} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50023} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50023} Result: [2019-04-19, 星期五, 11850, 3037, 6151, 11506, -0.029897, 晴, 432, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50023} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-04-13]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.3865 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50024} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50024} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50024} Result: [2019-04-13, 星期六, 17343, 4619, 8655, 20102, 0.137250, 阴, 411, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50024} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-14]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.5908 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50025} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50025} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50025} Result: [2019-07-14, 星期日, 9015, 2232, 4972, 9718, 0.072340, 雷阵雨, 551, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50025} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-08]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 44.8669 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50026} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50026} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50026} Result: [2019-07-08, 星期一, 5774, 1106, 2481, 5259, -0.097927, 大雨, 545, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50026} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-15]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 49.4602 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50027} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50027} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50027} Result: [2019-07-15, 星期一, 9037, 2232, 4972, 6343, -0.424720, 多云, null, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50027} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-09]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.319 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50028} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50028} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50028} Result: [2019-07-09, 星期二, 6017, 1106, 2481, 4248, -0.416431, 中雨, null, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50028} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-16]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.7508 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50029} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50029} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50029} Result: [2019-07-16, 星期二, 7612, 1904, 4101, 7730, 0.015265, 雷阵雨, 2336, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50029} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-10]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.9329 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50030} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50030} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50030} Result: [2019-07-10, 星期三, 6327, 1383, 4238, 7868, 0.195857, 雷阵雨, 2362, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50030} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-17]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.5218 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50031} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50031} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50031} Result: [2019-07-17, 星期三, 7703, 1904, 4101, 7692, -0.001430, 中雨, null, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50031} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-11]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.9719 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50032} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50032} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50032} Result: [2019-07-11, 星期四, 7542, 1557, 3899, 7557, 0.001985, 多云, 1909, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50032} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-18]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.4858 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50033} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50033} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50033} Result: [2019-07-18, 星期四, 8756, 1916, 4620, 8793, 0.004208, 多云, 2491, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50033} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-12]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.2091 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50034} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50034} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50034} Result: [2019-07-12, 星期五, 7107, 1557, 3899, 4550, -0.561978, 暴雨, null, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50034} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-19]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 44.6388 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50035} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50035} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50035} Result: [2019-07-19, 星期五, 7676, 1916, 4620, 8878, 0.135391, 多云, null, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50035} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-13]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.1353 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50036} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50036} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50036} Result: [2019-07-13, 星期六, 8075, 1040, 2518, 6787, -0.189775, 暴雨, null, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50036} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-07-20]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.1607 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50037} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50037} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50037} Result: [2019-07-20, 星期六, 12330, 3259, 6718, 13296, 0.072653, 多云, 5385, SVM模型, null, 0, null, null]
